activity	size	net.sales	cost.of.goods.and.services	cost.of.labor	depreciation	financial.expenses	interest	EBIT	EBITDA	net.income	assets	equity	debt	cash	lt.assets	st.assets	total.oper.liabilities	st.oper.liabilities	lt.liabilities	st.liabilities	inventories	FFO	OCF	total.oper.liabilities/assets	current.ratio	lt.sales.growth	st.sales.growth	lt.ebit.margin.change	net.debt/EBITDA	equity.ratio	TIE	ROA	public	credit.score	id	activity.id	activity.ime	Arguments
G	S	5369089	5054758	272421	14752	51751	48673	26825	41577	8151	1987581	276350	515934	1399	115412	1868141	1195220	1195220	132333	1578821	912556	22903	-40986	60.1	1.18	-3.3	-8.8	-0.3	12.38	0.14	0.55	1.3	FALSE	E	AGROTRG ORMOZ trgovina s kmetijskim repromaterialom, tehnicnim blagom in gorivi d.o.o.	46.75	TRGOVINA NA DEBELO S KEMICNIMI IZDELKI	
N	S	4742009	3312690	901232	239647	34532	34532	276575	516222	203933	3385994	860807	748975	219480	1357585	2024629	1021455	973222	797208	973222	6818	331699	466172	30.2	2.08	35.8	-1	3.3	1.03	0.25	8.01	8.1	FALSE	A	METALLUM ZORMAN proizvodnja, gradbenistvo, trgovina, gostinstvo, splosna mehanicna dela in druge storitve d.o.o.	78.2	POSREDOVANJE ZACASNE DELOVNE SILE	
C	S	6186648	5001789	1040208	41510	17377	17377	36794	78304	18063	3070496	2150541	0	8957	41832	3019044	896526	896526	0	896526	1142389	43958	108487	29.2	3.37	-1.6	-2.6	0.8	-0.11	0.7	2.12	1.2	FALSE	A	POCINKOVALNICA, storitveno podjetje, d.o.o.	25.611	PREKRIVANJE KOVIN S KOVINO	
G	L	36966304	19695908	4150409	255228	18349	18349	11879660	12134888	10603552	23176082	20147890	0	1010546	14431497	8699404	1966933	1966933	0	1966933	555055	10803734	11291764	8.5	4.42	-5.5	-5.4	0.3	-0.08	0.87	100	51.1	FALSE	A	WRIGLEY trgovska druzba za prehrambene in slascicarske proizvode d.o.o.	46.17	POSREDNISTVO PRI PRODAJI ZIVIL, PIJAC, TOBACNIH IZDELKOV	
G	S	8459015	7620828	288402	103366	76522	76522	444519	547885	326660	4797383	2770628	1130127	265129	2180596	2610074	896628	896628	746348	1280407	1310586	414755	631634	18.7	2.04	5	14.1	-1.3	1.58	0.58	5.81	8.6	FALSE	A	"PNEUMATIC B&F; podjetje za trgovino, uvoz, izvoz in storitve, d.o.o."	45.31	TRGOVINA NA DEBELO Z REZERVNIMI DELI IN OPREMO ZA MOTORNA VOZILA	
C	S	8823574	6065879	1548748	524799	149593	149593	808695	1333494	565305	9540741	4080902	4516999	201592	7253050	2284651	941292	941292	4037977	1420314	1162872	1090104	1118433	9.9	1.61	7.8	6.3	-4.7	3.24	0.43	5.41	8.4	FALSE	A	SAXONIA - FRANKE, proizvodnja, trgovina in storitve, d.o.o.	22.21	PROIZVODNJA PLOSC, FOLIJ, CEVI IN PROFILOV IZ PLASTICNIH MAS	
C	S	2248927	1846246	424577	621631	194048	194048	-942911	-321280	-1136007	7531360	682847	5000001	27842	6769631	738535	1753140	1753140	3031117	3722024	472069	-692889	-78568	23.3	0.2	-17.3	-37.9	-21.1	30	0.09	0	-11.9	FALSE	E	USKOK polnilnica mineralne vode in vod z ukusi Costella d.d.	11.07	PROIZVODNJA BREZALKOHOLNIH PIJAC, MINERALNIH IN DRUGIH STEKLENICENIH VOD	
C	L	8700746	7055194	951994	453890	412167	412167	245286	699176	593295	13689404	2851205	7414543	121140	11141239	2545111	3353379	2887999	4490500	6277422	224078	1039791	802418	24.5	0.41	-8.2	-5.1	-4	10.43	0.21	0.6	1.7	FALSE	E	DON DON proizvodno in trgovsko podjetje d.o.o. Metlika	10.71	PROIZVODNJA KRUHA, SVEZEGA PECIVA IN SLASCIC	
F	L	40941596	38421356	1700069	2240796	522345	522345	-1942583	298213	-1958495	27226174	6255309	9857500	164539	13335534	13851872	10861328	10861328	2896296	17825150	4209898	-1554702	-642327	39.9	0.78	6.5	12.4	-7.3	30	0.23	0	-7.2	FALSE	E	BEGRAD D.D. gradbenistvo, trgovina, inzeniring - v stecaju	41.2	GRADNJA STANOVANJSKIH IN NESTANOVANJSKIH STAVB	
G	S	1611747	1309352	268838	62596	1201	727	-21878	40718	31688	2694571	2250811	16795	574	442292	2242097	280448	280448	10097	287146	376873	87211	89972	10.4	7.81	-12.4	-26.1	-9.4	0.4	0.84	0	-0.8	FALSE	E	ELBI, elektroinstalacije, projektiranje, trgovina, d.o.o., Kranj	47.54	TRGOVINA NA DROBNO V SPECIALIZIRANIH PRODAJALNAH Z ELEKTRICNIMI GOSPODINJSKIMI NAPRAVAMI	
G	S	3187156	2871744	380606	16398	3164	3164	-77655	-61257	11263	4475958	2140880	190000	232217	2244604	2231354	2077075	774919	1302156	964919	404565	22141	359717	46.4	2.31	-18	-33.6	-3	30	0.48	0	-2	FALSE	E	PC H.AND racunalniski inzeniring d.o.o.	46.51	TRGOVINA NA DEBELO Z RACUNALNISKIMI NAPRAVAMI	
G	S	6064274	5338804	515407	87411	34554	34554	134059	221470	118869	2958093	673311	515601	9221	1056656	1899095	1767848	1767848	263480	2019969	395409	206280	164506	59.8	0.94	13	8.1	-2.8	2.29	0.23	3.88	5.1	FALSE	A	DUKART, proizvodnja, posrednistvo, trgovina d.o.o.	46.19	NESPECIALIZIRANO POSREDNISTVO PRI PRODAJI RAZNOVRSTNIH IZDELKOV	
I	L	4087071	2260970	1371518	373527	38615	38615	46427	419954	63284	41253124	-4672613	41614352	27454	38221196	3026456	2984550	2984550	10276494	35260360	84728	431159	2316185	7.2	0.09	-4.3	2.6	16.7	30	-0.11	1.2	0.2	FALSE	E	NOVI KONDOR druzba za hotelirstvo in nepremicnine d.o.o.	55.1	DEJAVNOST HOTELOV IN PODOBNIH NASTANITVENIH OBRATOV	
M	M	16748643	14787590	1806657	101290	575	575	78209	179499	59953	5931909	1033256	0	590454	117015	5646371	4809472	4809472	0	4809472	0	123084	-381009	81.1	1.17	-4.6	-10.9	-3	-3.29	0.17	100	1.3	FALSE	E	MMS MARKETINSKE KOMUNIKACIJE, druzba za trzno komuniciranje, d.o.o.	73.11	DEJAVNOST OGLASEVALSKIH AGENCIJ	
C	M	15009235	10341132	3278368	931629	143618	143618	517177	1448806	397188	12848900	4056412	5148229	55486	6717216	6120610	3388736	3345351	2936892	5786947	1549065	1321664	962769	26.4	1.06	10.7	-1.3	2.4	3.52	0.32	3.6	4.3	FALSE	A	KOVIS-LIVARNA proizvodnja, trgovina in storitve d.o.o.	24.51	LITJE ZELEZA	
C	S	4544276	2754432	733307	516041	67668	67668	558382	1074423	480663	6228768	2760173	2219059	58060	3946117	2242991	1131691	1131691	1349754	2000996	412163	971305	728230	18.2	1.12	9.4	14.8	-5.7	2.01	0.44	8.25	9.4	FALSE	A	STEEL podporni center orodjarske industrije d.o.o.	25.11	PROIZVODNJA KOVINSKIH KONSTRUKCIJ IN NJIHOVIH DELOV	
E	S	6369930	4762897	1830351	155761	9453	9453	-125151	30610	4409	2980080	184971	573362	218457	1104769	1873283	1803922	1803922	511402	1865882	48239	105848	5694	60.5	1	2	17.9	2	11.59	0.06	0	-4.3	TRUE	E	OKP JAVNO PODJETJE ZA KOMUNALNE STORITVE Rogaska Slatina, d.o.o.	36	ZBIRANJE, PRECISCEVANJE IN DISTRIBUCIJA VODE	
M	S	4306572	3207252	941731	106456	29914	29914	57480	163936	29671	1835175	477597	242546	4903	701106	1092358	919210	868551	51572	1110184	34660	115554	264173	50.1	0.98	-30.8	-16	5.7	1.45	0.26	1.92	2.7	FALSE	E	PANTA RHEI podjetje za tekoce in investicijsko vzdrzevanje, d.o.o.	71.129	DRUGE INZENIRSKE DEJAVNOSTI IN TEHNICNO SVETOVANJE	
C	L	99466736	64223676	12676073	10445884	24605082	5419380	14033760	24479644	-4060821	189231616	74052976	97752176	1519134	100813496	87885288	14455633	14455633	10541216	101666592	7481462	6266457	3588025	7.6	0.86	2.1	-3.4	6.5	3.93	0.39	2.59	7	FALSE	E	PIVOVARNA UNION D.D.	11.05	PROIZVODNJA PIVA	
C	L	188285312	140213648	34227756	5685862	4132980	0	10040070	15725932	8130861	134451600	44362420	49093972	851196	57414872	76438512	34890452	34831576	40585132	43399292	27759672	13816723	8935913	26	1.76	5.4	1.9	1.7	3.07	0.33	100	7.7	FALSE	A	Letrika, Proizvodnja elektricne in elektronske opreme za motorna vozila, d.d.	29.31	PROIZVODNJA ELEKTRICNE IN ELEKTRONSKE OPREME ZA MOTORNA VOZILA	
M	S	6642775	5814523	890187	287033	171415	171415	561053	848086	413855	10625775	4723607	2724518	381783	6575246	4048607	2673281	2113211	2579927	2817872	2065539	700888	452434	25.2	1.44	33.8	10.5	0.8	2.76	0.44	3.27	5.4	FALSE	A	HANDTE - OST zascita okolja d.o.o.	71.129	DRUGE INZENIRSKE DEJAVNOSTI IN TEHNICNO SVETOVANJE	
C	S	3641404	2932384	514297	189978	8692	8692	10136	200114	215945	5192368	3965793	90164	76534	922904	4269464	1121842	1121842	0	1212006	52798	404712	487902	21.6	3.52	-3	-12.9	-9.1	0.07	0.76	1.17	0.2	FALSE	A	IAK, INDUSTRIJA APNA KRESNICE, d.o.o.	23.52	PROIZVODNJA APNA IN MAVCA	
J	S	5755531	4876380	1107971	67599	3521	3521	-394434	-326835	-379802	2975396	377170	684155	244643	1634704	1187716	1760591	1760591	563214	1881532	7902	-312203	-197568	59.2	0.63	-11.1	-11	2.6	30	0.13	0	-14	FALSE	E	ADRIA MEDIA LJUBLJANA, zaloznistvo in trzenje, d.o.o.	58.14	IZDAJANJE REVIJ IN DRUGE PERIODIKE	
C	L	6388679	4415822	1725808	146323	115976	115976	-726963	-580640	-838882	4472407	1002967	1796084	16663	1595119	2874868	1477854	1477854	720199	2553739	2194119	-708938	224170	33	1.13	-5.4	-7.3	-13.6	30	0.22	0	-14.1	FALSE	E	STRUC KOVACIJA MUTA proizvodnja, trgovina in storitve d.o.o.	25.731	PROIZVODNJA ROCNEGA ORODJA	
C	S	4178318	3742255	1015334	229396	8091	8091	-802459	-573063	-727205	4023069	1075743	0	23993	2453305	1313054	2869654	2629916	239738	2629916	143991	-497896	1323298	71.3	0.5	-25.6	-27.9	-28.8	30	0.27	0	-24.1	FALSE	E	TREVES, Tovarna notranje opreme za vozila, d.o.o.	13.93	PROIZVODNJA PREPROG	
C	M	24680062	19139612	4037142	603737	68204	68204	719366	1323103	648331	10347906	2625929	1810685	1642909	2255584	7930473	5376892	5376148	726191	6461386	1930064	1220711	1172390	52	1.23	6.6	31.6	1.7	0.13	0.25	10.55	7.5	FALSE	A	EUREL podjetje za proizvodnjo, trgovino in storitve d.o.o.	26.11	PROIZVODNJA ELEKTRONSKIH KOMPONENT	
C	M	32586178	22234922	5994429	2073657	288996	258079	2550568	4624225	2349199	28271310	11697585	11350036	80276	19246482	8886713	3776999	3776999	8867982	6259053	2299179	4422856	4436620	13.4	1.42	9.7	14.1	-0.5	2.44	0.41	9.88	10.2	FALSE	A	SILIKO proizvodno podjetje, storitve in trgovina, d.o.o.	22.19	PROIZVODNJA DRUGIH IZDELKOV IZ GUME	
G	L	509149792	457052128	44705280	5940661	54740556	4309958	1472124	7412785	-48991708	281361472	39351704	101721200	6964930	179654416	99573920	132458360	132455192	94666480	139619168	39621340	-44436884	-42462508	47.1	0.71	-8.6	-9.6	-0.7	12.78	0.14	0.34	0.5	FALSE	E	ENGROTUS podjetje za trgovino, d.o.o.	47.11	TRGOVINA NA DROBNO V NESPECIALIZIRANIH PRODAJALNAH, PRETEZNO Z ZIVILI	
B	L	114678120	49109856	54207000	22612524	14913106	0	-17815568	4796956	-37178520	184874656	74403376	53493076	66347	157801488	27068414	23670882	23661674	16802958	60361000	9586018	-37178520	-25334598	12.8	0.45	-2.7	-2.9	-17.9	11.14	0.4	0	-8.8	FALSE	E	PREMOGOVNIK VELENJE, d.d.	5.2	PRIDOBIVANJE RJAVEGA PREMOGA IN LIGNITA	
E	S	4544509	2711287	1407212	210090	1127	1127	198267	408357	175016	3272564	2208272	194409	72970	1482659	1787726	832992	832992	160599	866802	57140	361174	371646	25.5	2.06	0.1	5	0.7	0.3	0.67	100	6.3	TRUE	A	KOMUNALA RADOVLJICA, javno podjetje za komunalno dejavnost, d.o.o.	36	ZBIRANJE, PRECISCEVANJE IN DISTRIBUCIJA VODE	
C	M	15947018	12271505	3258143	1668118	138370	138370	229145	1897263	399892	9837725	2699780	2466556	128591	2929494	6907448	2714836	2714836	1693667	3487725	2265049	1955629	661114	27.6	1.98	-2.5	-0.3	1	1.23	0.27	1.66	2.3	FALSE	A	ASCOM - proizvodnja drsnih obrocev in komutatorjev d.o.o	27.11	PROIZVODNJA ELEKTROMOTORJEV, GENERATORJEV IN TRANSFORMATORJEV	
C	S	4410054	2788915	894178	508009	4734	4734	805837	1313846	793335	5604529	4019487	801890	340416	3922215	1671776	728365	616785	553220	977035	392201	1228401	1555298	13	1.71	-3.7	-31.2	7.4	0.35	0.72	100	14.7	FALSE	A	ELPRO KRIZNIC Trgovina-proizvodnja-montaza d.o.o.	27.12	PROIZVODNJA NAPRAV ZA DISTRIBUCIJO IN KRMILJENJE ELEKTRIKE	
D	M	13274244	1917078	1636945	6067885	0	0	2348823	8416708	2202312	272497696	269743456	26060	4386250	253023360	19470844	2408953	2408953	26060	2408953	34388	8270197	4927199	0.9	8.08	14.3	33.5	11.3	-0.52	0.99	100	0.9	FALSE	A	Hidroelektrarne na Spodnji Savi, d.o.o.	35.111	PROIZVODNJA ELEKTRICNE ENERGIJE V HIDROELEKTRARNAH	
H	S	4816256	3937264	614006	167276	12380	12380	88716	255992	149846	2715914	1071831	371893	129176	1787696	924652	1270495	470495	970397	671991	70393	293185	362376	46.8	1.38	1.5	12.9	1.8	0.95	0.39	7.17	3.3	FALSE	A	KAASS - AVTO trgovina, prevozi v domacem in mednarodnem prometu, servis vozil d.o.o.	49.41	CESTNI TOVORNI PROMET	
C	L	10215790	7232328	2003080	342864	1454	1454	605551	948415	516920	7004897	5018996	44350	742933	2031116	4754626	1652744	1652744	30040	1667054	522124	792014	2052919	23.6	2.85	9.2	-5.9	-10.9	-0.74	0.72	100	8.9	FALSE	A	LUMAR INZENIRING podjetje za inzeniring in storitve d.o.o.	16.23	STAVBNO MIZARSTVO IN TESARSTVO	
G	M	21610566	16468802	3577268	535312	143611	143611	1429174	1964486	1081236	15678745	7917942	3788009	434802	6094867	9554890	3967340	3967340	3403328	4352021	6999547	1399755	763337	25.3	2.2	6.7	11.3	1.9	1.71	0.51	9.95	9.4	FALSE	A	EUROTON Trgovinsko in storitveno podjetje, druzba z omejeno odgovornostjo, Ljubljana, Trzaska 383	46.9	NESPECIALIZIRANA TRGOVINA NA DEBELO	
D	L	102895680	99004264	1972098	2226575	10403	10403	269036	2495611	1356288	35152492	15987277	0	3581630	2624964	32480212	18769290	18769290	0	18769290	1698	1568732	1368734	53.4	1.73	-3.9	-3.2	2.6	-1.44	0.45	25.86	0.8	FALSE	A	Elektro Maribor Energija plus, podjetje za trzenje energije in storitev d.o.o.	35.14	TRGOVANJE Z ELEKTRICNO ENERGIJO	
G	M	31960242	26898728	2892979	966624	41179	41179	1123037	2089661	1002998	15827926	6435255	5406379	1914543	8225726	7224856	2683816	2683816	0	8090195	2552814	1847763	4056675	17	0.89	19.2	19.9	1.3	1.67	0.41	27.27	7.3	FALSE	A	SCANIA SLOVENIJA, Trgovsko podjetje d.o.o.	45.19	TRGOVINA Z DRUGIMI MOTORNIMI VOZILI	
C	S	5956679	4891838	691153	249185	66257	66257	235696	484881	173241	5100796	1326379	2588448	203105	3133555	1954949	1185884	1185884	1939635	1834697	810868	418919	-83237	23.2	1.07	32.2	67.1	2.8	4.92	0.26	3.56	4.8	FALSE	A	FARMICOM farmacevtska druzba d.o.o.	21.2	PROIZVODNJA FARMACEVTSKIH PREPARATOV	
H	M	6155991	3598192	2717249	658443	117856	117856	417381	1075824	320544	6129000	2104990	2891358	46598	4785684	1302883	901156	901156	1733589	2058925	83435	898763	827400	14.7	0.63	4.7	11.4	1.6	2.64	0.34	3.54	7.7	FALSE	A	KORATUR avtobusni promet in turizem d.d.	49.391	MEDKRAJEVNI IN DRUG CESTNI POTNISKI PROMET	
N	M	20878784	10096700	10235583	357736	293897	293897	193874	551610	257794	11671737	3705541	4115679	7978	5115535	6545104	2811441	2811441	1011121	5915999	54724	577344	1079531	24.1	1.11	-7.6	-5.2	-1.2	7.45	0.32	0.66	1.6	FALSE	E	AKTIVA CISCENJE d.o.o.	81.21	SPLOSNO CISCENJE STAVB	
C	S	3076053	2564895	454059	73113	31760	31760	8529	81642	9647	2790654	1603179	103578	110	1079887	1710767	906417	720090	363807	823668	1009220	75927	12831	32.5	2.08	2.9	-6.4	11	1.27	0.57	0.27	0.3	FALSE	A	ISKRA VARJENJE Podjetje za inzeniring in proizvodnjo varilne opreme, d.o.o., Ljubljana, Stegne 21/C-1	27.9	PROIZVODNJA DRUGIH ELEKTRICNIH NAPRAV	
G	S	2311175	1795635	456341	106456	130447	130447	-76924	29532	-195817	4467352	1131304	2946087	3176	2607720	1857580	389961	389961	2338479	997569	842061	-110722	272516	8.7	1.86	-33.7	-47	-5.6	30	0.25	0	-1.6	FALSE	E	EURO FOTO, D.O.O., KRANJ	46.19	NESPECIALIZIRANO POSREDNISTVO PRI PRODAJI RAZNOVRSTNIH IZDELKOV	
C	M	17585210	13256105	2546913	814393	74503	74503	1096909	1911302	964411	13681853	9297117	2274055	72210	7129158	6552695	1269368	1269368	690439	2879350	3646683	1753757	1468585	9.3	2.28	1.5	-3.7	1	1.15	0.68	14.72	7.7	FALSE	A	MITOL, tovarna lepil, d.d., Sezana	20.52	PROIZVODNJA SREDSTEV ZA LEPLJENJE	
G	M	16764000	14429000	1563000	221000	435000	0	442000	663000	53000	15287000	5403000	3696000	3000	1371000	12328000	5974000	5974000	0	9670000	5593000	274000	-921000	39.1	1.27	-35.2	10.3	0.6	5.57	0.35	100	3.3	FALSE	E	GORENJE GTI, trgovina, inzeniring, d.o.o.	46.9	NESPECIALIZIRANA TRGOVINA NA DEBELO	
G	L	80240968	71831464	6896658	1099537	90359	90359	158522	1258059	147622	25136578	2530594	5961731	5424355	6787112	17748780	16073463	16073463	4064112	17971082	7214962	1090850	1223850	63.9	0.99	-1.3	-3.9	-1.8	0.43	0.1	1.75	0.6	FALSE	E	RUDNIDIS trgovina, d.o.o.	47.11	TRGOVINA NA DROBNO V NESPECIALIZIRANIH PRODAJALNAH, PRETEZNO Z ZIVILI	
M	S	2041590	1265289	784300	90593	39257	39257	78383	168976	45077	2430766	1143595	812982	40862	709126	1718234	470368	470368	224809	1058541	1217039	128798	233712	19.4	1.62	-0.1	-10.9	0.3	4.57	0.47	2	3.2	FALSE	E	DOORSON podjetje za razvoj, inzeniring, proizvodnjo in prodajo avtomatskih sistemov d.o.o.	71.129	DRUGE INZENIRSKE DEJAVNOSTI IN TEHNICNO SVETOVANJE	
G	L	4238691	3524156	593283	97394	46949	46949	33558	130952	1029	2934860	120329	2302694	4348	2101305	826246	478160	478160	1369726	1411128	589045	96500	100200	16.3	0.59	-2	-8.5	-1.7	17.55	0.04	0.71	1.1	FALSE	E	DOMINKO CENTER pooblasceni prodajalec in serviser vozil d.o.o.	45.2	VZDRZEVANJE IN POPRAVILA MOTORNIH VOZIL	
C	S	5480960	3467051	1113762	346833	36929	36929	544192	891025	501044	5788007	3333622	1873057	330047	4299554	1487671	534969	534969	1532514	875512	237739	843407	755010	9.2	1.7	20.2	-0.5	4.9	1.73	0.58	14.74	11.1	FALSE	A	ALPMETAL & CO, proizvodnja in trgovina, d.o.o., Selca	24.53	LITJE LAHKIH KOVIN	
A	L	13030980	7657675	3765389	1026628	1895187	370697	316473	1343101	-1452175	13563891	4578416	5716640	265674	5927625	7620900	2927469	2927469	802006	7842103	4198382	-633036	717191	21.6	0.97	3.5	-5.4	-2.2	4.06	0.34	0.85	2.1	FALSE	E	GOZDARSTVO GRCA gozdna proizvodnja, razrez lesa in trgovina, d.d.	2.2	SECNJA	
G	S	7472647	6683811	500610	179479	35721	35721	130833	310312	102445	3058495	996711	535605	20631	856704	2192358	1501925	1501925	76398	1961132	1013821	179201	94356	49.1	1.12	19.5	-7.4	-1.8	1.66	0.33	3.66	4.1	FALSE	A	MAREX Krovstvo, kleparstvo, trgovina d.o.o.	46.74	TRGOVINA NA DEBELO S KOVINSKIMI PROIZVODI, INSTALACIJSKIM MATERIALOM, NAPRAVAMI ZA OGREVANJE	
C	L	140857744	108466880	10804903	8112577	1188614	1188614	12704468	20817044	10142396	154977648	97076304	40000080	63550	101799272	52908788	15849398	15849398	40000000	15849480	17717040	17678044	11319317	10.2	3.34	7.2	16.6	2.7	1.92	0.63	10.69	8.4	FALSE	A	KOLICEVO KARTON Proizvodnja kartona, d.o.o.	17.12	PROIZVODNJA PAPIRJA IN KARTONA	
F	S	11374385	10821487	343619	33906	79090	79090	172125	206031	97163	5289935	2280296	722643	3821	872534	4101497	2286996	2286996	33922	2975717	2805137	130441	546151	43.2	1.38	59.5	231.8	-9.9	3.49	0.43	2.18	3.3	FALSE	A	IMP PROMONT-ELEKTRO projektiranje in montaza d.o.o. Novo mesto	43.21	INSTALIRANJE ELEKTRICNIH NAPELJAV IN NAPRAV	
G	S	4165138	3215495	629390	114762	67660	67660	206519	321281	160624	5209009	2327787	1860092	84460	1409047	3799962	970181	970181	828205	2002068	3275146	265380	163609	18.6	1.9	2.2	2.7	-1.2	5.53	0.45	3.05	4	FALSE	A	AC, agrocenter, d.o.o.	45.31	TRGOVINA NA DEBELO Z REZERVNIMI DELI IN OPREMO ZA MOTORNA VOZILA	
E	M	15474676	9244385	4737475	1559647	31196	31196	218900	1778547	388822	12923721	7172281	1410174	3093673	6603288	6280296	3755614	2144737	2713083	2452705	137857	1327972	1263551	29.1	2.56	-2.1	-4	10.9	-0.95	0.55	7.02	1.7	FALSE	A	SNAGA, druzba za ravnanje z odpadki in druge komunalne storitve, d.o.o.	38.11	ZBIRANJE IN ODVOZ NENEVARNIH ODPADKOV	
C	M	14122046	9370395	2908424	1290820	170643	170643	352632	1643452	325031	9573662	6503161	1501000	704319	4069116	5502211	1473361	1473361	0	2974361	2271413	1516559	2231899	15.4	1.85	-2.1	9.8	-0.6	0.48	0.68	2.07	3.5	FALSE	A	TANIN SEVNICA Kemicna industrija d.d.	20.59	PROIZVODNJA DRUGIH KEMICNIH IZDELKOV	
C	L	21467152	14937537	4888797	1008087	614485	268603	983248	1991335	262382	25701846	13673711	7334368	898958	18626038	6951250	3283080	3275074	6733636	4899133	3129643	1151120	1253934	12.8	1.42	7.8	-3.5	12	3.23	0.53	3.66	3.8	FALSE	A	LIP, lesna industrija BLED, d.o.o.	16.23	STAVBNO MIZARSTVO IN TESARSTVO	
E	M	8908000	5709000	1856000	609000	145000	0	667000	1276000	473000	6659000	1627000	2274000	7000	4784000	1865000	2240000	2240000	299000	4215000	9000	473000	912000	33.6	0.44	6.2	14.9	3.4	1.78	0.24	100	10.6	FALSE	A	PUBLICUS gospodarjenje z odpadki, trgovina, leasing, prevoz, d.o.o., Ljubljana	38.11	ZBIRANJE IN ODVOZ NENEVARNIH ODPADKOV	
J	L	8945226	7604232	1119278	918810	7650997	156278	-817067	101743	-8391765	2675730	-5435261	1294615	84698	434972	2224647	6248904	6236987	511917	7031602	109248	-8371918	-5977673	233.5	0.32	139.3	-10.6	-39	11.89	-2.03	0	-12.2	FALSE	E	KOLOSEJ zabavni centri, druzba za prikazovanje filmov, d.o.o.	59.14	KINEMATOGRAFSKA DEJAVNOST	
J	L	43081344	23425678	16711679	2048344	3516478	703179	1212267	3260611	-1038110	27143460	8570398	9677732	898233	18748980	8171105	3942927	3942927	4300332	9320327	1020083	740256	1949019	14.5	0.88	-4.8	-6.9	2.6	2.69	0.32	1.72	4.2	FALSE	A	DELO casopisno in zaloznisko podjetje d.d., Ljubljana	58.13	IZDAJANJE CASOPISOV	
M	S	73374	398707	1238312	1040630	39396	39396	458121	1498751	419581	9896940	5711206	5000	155	9168581	728359	4180734	4180734	0	4185734	0	1460211	945308	42.2	0.17	-97.7	-97.7	624.4	0	0.58	11.63	4.5	FALSE	A	RC MASPOS, Razvojni center za modularne in adaptivne signalno procesne oddajniske sisteme d.o.o.	72.19	RAZISKOVALNA IN RAZVOJNA DEJAVNOST NA DRUGIH PODROCJIH NARAVOSLOVJA IN TEHNOLOGIJE	
C	S	4603096	3390106	891278	121048	3406	3406	42409	163457	78502	6275344	3255508	1786476	1332208	1736992	4538352	1057717	1057717	1602176	1242017	1537785	167915	1167092	16.9	3.65	-14.5	-26.8	-3.6	2.78	0.52	12.45	0.7	FALSE	A	RIKO RIBNICA d.o.o. Ribniska industrija kovinske opreme	28.99	PROIZVODNJA STROJEV ZA DRUGE POSEBNE NAMENE	
C	M	11067590	9196540	1207635	841335	64270	52861	-183113	658222	-226270	11315742	5774055	2754088	534133	7121754	4183292	2575624	2575624	1761531	3568181	375803	575890	922779	22.8	1.17	-0.9	6.2	-1.2	3.37	0.51	0	-1.6	FALSE	E	IGM ZAGORJE Industrija gradbenega materiala, d.o.o.	23.52	PROIZVODNJA APNA IN MAVCA	
F	M	5145154	3874660	1119112	78264	28392	28392	277031	355295	30516	2751875	745144	388054	166523	477659	2274216	1531051	1531051	0	1919105	241290	98500	-125554	55.6	1.19	-3.6	-11.1	22.3	0.62	0.27	9.76	6	FALSE	E	ELMO Elektromontazno podjetje, d.d.	43.21	INSTALIRANJE ELEKTRICNIH NAPELJAV IN NAPRAV	
B	M	3656938	3475790	2134912	585070	88035	88035	-688049	-102979	-766718	9410103	3562069	2530900	120369	7173387	2102737	1209632	1209632	1741020	1999512	954475	-222027	-56163	12.9	1.05	10.5	23.1	-25	30	0.38	0	-7.4	FALSE	E	SOLINE Pridelava soli, d.o.o.	8.93	PRIDOBIVANJE SOLI	
A	L	7202084	4662332	2496139	421738	32314	14988	-580677	-158939	-148839	5895210	4314811	1045	578947	3587676	2296789	870878	870878	0	871923	131160	261911	693188	14.8	2.63	1.5	-9.2	-9.6	30	0.73	0	-9.7	FALSE	E	GOZDNO GOSPODARSTVO MARIBOR d.d.	2.4	STORITVE ZA GOZDARSTVO	
L	S	2228281	1078249	703207	2264294	2294207	176386	-1903561	360733	-4093500	23998136	16698034	3269691	522705	19843654	4152784	1741320	959039	5336114	1927800	1081634	-3869137	-2639520	7.3	2.15	-14.3	2.5	-89.4	7.62	0.7	0	-7.1	FALSE	E	ZARJA, stanovanjsko podjetje, d.o.o. Novo mesto	68.32	UPRAVLJANJE NEPREMICNIN ZA PLACILO ALI PO POGODBI	
C	L	15146377	10137179	3876224	562796	227012	227012	634964	1197760	437518	10515065	2382394	2156655	1897482	4032444	6458675	5036867	3774174	3419348	3774174	2384903	688731	1955594	47.9	1.71	-2.9	32	4.2	0.22	0.23	2.8	6.2	FALSE	A	GOSTOL-GOPAN Proizvodnja prehrambene opreme in opreme za kemijsko industrijo d.o.o. Nova Gorica	28.93	PROIZVODNJA STROJEV ZA ZIVILSKO IN TOBACNO INDUSTRIJO	
H	S	2993759	2357679	265586	517468	3311	3311	185719	703187	181236	2801462	508750	1057638	40763	1676521	1101603	1235074	769517	1491920	800792	111257	698704	436638	44.1	1.38	13.2	17.6	4.1	1.45	0.18	56.09	6.9	FALSE	A	TAURUS TRANSPORT d.o.o., druzba za prevozno in storitveno dejavnost	49.41	CESTNI TOVORNI PROMET	
